time,cognitive_state
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:34,Focused
22:58:34,Tired
22:58:34,Tired
22:58:34,Tired
22:58:35,Tired
22:58:35,Tired
22:58:35,Tired
22:58:35,Tired
22:58:35,Tired
22:58:35,Tired
22:58:35,Tired
22:58:35,Tired
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Focused
22:58:35,Tired
22:58:35,Tired
22:58:35,Focused
22:58:35,Focused
22:58:36,Tired
22:58:36,Tired
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Focused
22:58:36,Confused
22:58:36,Tired
22:58:36,Tired
22:58:36,Tired
22:58:36,Tired
22:58:36,Tired
22:58:36,Tired
22:58:36,Tired
22:58:36,Tired
22:58:37,Tired
22:58:37,Tired
22:58:37,Tired
22:58:37,Tired
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:37,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:38,Focused
22:58:39,Tired
22:58:39,Focused
22:58:39,Focused
22:58:39,Focused
22:58:39,Focused
22:58:39,Focused
22:58:39,Focused
22:58:39,Focused
22:58:39,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:40,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:41,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:42,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
22:58:43,Focused
